"CD45RA","CD133","CD19","CD22","CD11b","CD4","CD8","CD34","Flt3","CD20","CXCR4","CD235ab","CD45","CD123","CD321","CD14","CD33","CD47","CD11c","CD7","CD15","CD16","CD44","CD38","CD13","CD3","CD61","CD117","CD49d","HLA-DR","CD64","CD41"
0.40891,0.12036,1.75144,0.26564,0.19701,0.07559,0.02425,0.58774,0.29528,0.0355,1.67821,0.15123,2.85822,0.17002,2.48074,0.08813,0.50658,4.58817,0.42481,0.06218,0.29669,0.2272,3.51437,5.67665,1.11271,0.06719,0.10777,0,1.29725,0.81691,0.11404,0.10519
0.65001,0.15024,1.79227,0.18566,0.24637,0.10487,0.05643,0.19854,0.30295,0.13069,1.34321,0.3166,3.63524,0.22543,2.06211,0.09152,0.27215,4.03027,0.3522,0.09191,0.28761,0.20489,4.05433,5.79805,0.80152,0.10834,0.18779,0.00506,1.53029,0.32755,0.12264,0.09679
0.51329,0.13089,1.62927,0.22954,0.15653,0.04761,0.04291,0.15036,0.17187,0.21764,0.9316,0.3582,4.34076,0.37997,1.55018,0.05658,0.15042,2.8859,0.27793,0.06214,0.34255,0.10793,2.50624,4.63716,0.53691,0.16852,0.24368,0.01861,1.25129,1.78381,0.1405,0.21915
0.54335,0.11504,1.65471,0.33114,0.19263,0.05148,0.03947,0.15275,0.15875,0.40839,0.90212,0.35773,4.40138,0.36438,1.50823,0.04763,0.15973,2.70841,0.25288,0.03077,0.34221,0.13196,2.34814,4.02726,0.49439,0.16931,0.26079,0.03533,1.15582,2.62361,0.12412,0.2511
0.93419,0.13037,1.88919,1.3134,0.27557,0.07482,0.06354,0.27288,0.20417,1.66251,1.03417,0.55968,5.16694,0.24502,1.13777,0.08459,0.16267,2.56434,0.22175,0.0521,0.21921,0.14262,2.90347,3.08471,0.3026,0.17837,0.13153,0,0.93228,3.01866,0.12103,0.2066
0.92142,0.17128,1.99241,1.94104,0.39606,0.15942,0.11648,0.45974,0.29045,2.74492,1.27965,0.49281,5.39678,0.20012,1.17,0.05718,0.141,2.46612,0.3103,0.07351,0.3944,0.12427,3.37917,2.46186,0.26956,0.30356,0.2961,0.02998,1.11239,3.02905,0.28636,0.32752
0.87284,0.23257,2.00938,2.15109,0.42637,0.15265,0.1203,0.44407,0.34974,2.5198,1.41835,0.6074,5.47176,0.19646,1.15773,0.07166,0.1063,2.46364,0.32429,0.05417,0.40252,0.12814,3.5103,1.95233,0.21861,0.29922,0.36596,0.03033,1.08307,3.84454,0.31931,0.3447
0.96961,0.21411,2.12742,2.52579,0.46335,0.14633,0.0989,0.49325,0.32167,2.44412,1.27565,0.64121,5.53184,0.20069,1.06757,0.06033,0.12961,2.54542,0.31332,0.05749,0.39202,0.13714,3.66877,1.60399,0.1938,0.3336,0.33239,0.05003,1.06436,4.2912,0.28418,0.34001
0.96561,0.2465,2.23751,2.50887,0.41143,0.13371,0.10769,0.41401,0.32319,2.22813,1.08503,0.68919,5.53553,0.16252,1.09997,0.06566,0.11012,2.60597,0.35448,0.04676,0.31261,0.12596,3.83328,0.98357,0.1589,0.31385,0.30238,0.01784,0.94456,4.28404,0.23808,0.3098
1.39462,0.27901,2.6242,2.54493,0.41372,0.14246,0.11073,0.34695,0.27878,2.26179,0.72556,0.6811,5.72764,0.15296,1.43091,0.02878,0.10057,2.77635,0.31989,0.04504,0.22331,0.10306,4.0511,0.5516,0.10913,0.22289,0.19281,0.0148,0.96031,4.38156,0.20637,0.22791
0.55364,0.17355,0.15558,0.17277,3.10621,0.3131,0.09399,0.21653,0.30393,0.05967,0.51639,0.70268,5.63183,0.34791,2.94293,0.16164,0.34936,1.69535,3.11936,0.02931,0.24295,0.11726,4.87295,1.09509,0.50908,0.20594,0.49167,0.02439,0.70058,1.13543,2.05197,0.42451
0.56384,0.19638,0.14439,0.18628,2.73684,0.28729,0.09621,0.18582,0.24085,0.06788,0.55115,0.60207,5.6045,0.31623,2.69565,0.18459,0.32901,1.78651,2.66912,0.03086,0.27811,0.11581,4.7648,1.36869,0.56145,0.22305,0.59591,0.01734,0.89686,1.67918,2.22411,0.54143
0.4885,0.16271,0.13218,0.16126,2.65089,0.23961,0.10141,0.18266,0.18678,0.05996,0.67059,0.64815,5.49491,0.3823,2.79367,0.22502,0.51873,2.12754,2.30977,0.0338,0.28134,0.13361,4.67301,1.68661,0.68373,0.28852,0.64899,0.02427,0.97052,1.62934,2.42946,0.51824
0.44454,0.15724,0.13912,0.14988,2.51094,0.24888,0.08368,0.17961,0.20638,0.07601,0.76045,0.60587,5.40567,0.34873,2.80609,0.25744,0.66363,2.23569,2.1807,0.04918,0.30836,0.11571,4.55401,2.1682,0.83997,0.32127,0.71625,0.02145,1.06244,1.66903,2.56641,0.66263
0.43203,0.13932,0.12385,0.13301,2.49551,0.22305,0.10094,0.15259,0.19919,0.03966,0.7788,0.50568,5.23932,0.44401,2.90215,0.25115,1.16386,2.4386,2.1085,0.04888,0.30042,0.15149,4.48415,2.52926,0.73019,0.30201,0.50574,0.0355,0.88188,1.78823,2.68991,0.50377
0.3739,0.11853,0.08993,0.09091,2.14897,0.20241,0.09434,0.18343,0.18881,0.05956,0.85716,0.55375,5.14163,0.55592,2.69948,0.19118,0.98757,2.40698,1.9527,0.07366,0.3019,0.12265,4.32989,2.56929,0.60629,0.31241,0.43671,0.01638,0.97671,2.15898,2.7185,0.44738
0.34295,0.10215,0.08751,0.13549,1.8417,0.218,0.05561,0.16311,0.14494,0.07571,0.75297,0.3744,4.91541,0.49321,2.47354,0.19167,0.88899,2.45368,1.86148,0.04333,0.31835,0.12072,4.05981,2.39561,0.65699,0.34755,0.4736,0.03305,1.08854,2.48061,2.6819,0.428
0.35725,0.09115,0.10048,0.09448,1.45749,0.1771,0.06967,0.12118,0.19845,0.06564,0.80642,0.42633,4.7963,0.47648,2.2301,0.11941,0.83967,2.45633,1.73951,0.04554,0.30124,0.12948,3.94798,2.35253,0.51779,0.35895,0.34939,0.02995,1.14798,2.68665,2.63947,0.32683
0.30099,0.08375,0.06361,0.07313,1.05083,0.1197,0.04764,0.12546,0.15696,0.02899,0.5332,0.31474,4.55056,0.46262,1.8675,0.13379,0.98604,2.50065,1.9485,0.05821,0.29463,0.11525,3.8292,2.02242,0.65202,0.27161,0.29053,0.02584,1.08464,3.16264,2.01235,0.37864
0.41851,0.07488,0.04771,0.06375,0.55193,0.06305,0.02182,0.31595,0.18892,0.03573,0.92287,0.32485,4.37611,0.85736,1.86981,0.08487,0.90283,2.51005,1.63458,0.06117,0.16394,0.08809,3.85533,2.35683,0.64897,0.24886,0.24652,0.04058,0.97304,3.67667,1.53964,0.38747
0.48627,0.11515,0.05142,0.07182,0.24392,0.12415,0.0472,2.12508,0.33143,0.06199,1.65925,0.24939,3.49375,1.40497,2.522,0.06517,1.78235,3.45169,0.50289,0.06334,0.18245,0.12971,4.70203,3.65141,1.02691,0.12142,0.08295,0.47508,1.23118,5.63914,0.2108,0.24921
0.37913,0.15345,0.06684,0.03219,0.09236,0.05919,0.0474,3.03331,0.21763,0.03538,1.09553,0.16084,3.28265,0.59214,2.79775,0.04792,1.54235,3.60627,0.19657,0.02901,0.21211,0.14195,4.60394,3.78505,1.48596,0.13955,0.06021,1.17843,0.81794,5.05178,0.08841,0.20818
0.29753,0.08879,0.03587,0.03572,0.13323,0.0468,0.06463,3.10146,0.19178,0.03972,1.04877,0.13785,3.195,0.34438,2.27791,0.02599,0.35628,3.6268,0.15869,0.07286,0.25048,0.0576,3.65501,4.30059,0.81348,0.09361,0.09904,0.43537,0.96356,3.81316,0.06236,0.15045
0.38372,0.07672,0.32358,0.19514,0.11008,0.06316,0.04858,2.84147,0.13163,0.05889,1.06425,0.15681,3.14605,0.29612,2.31642,0.06097,0.3385,4.02172,0.19363,0.0862,0.26564,0.06944,2.85145,4.40696,0.63309,0.1149,0.1413,0.2339,1.0668,2.66348,0.08347,0.13972
0.3309,0.06733,0.56002,0.17247,0.17448,0.0343,0.0409,2.35562,0.16711,0.05227,0.92831,0.17033,3.23126,0.2795,2.19542,0.05577,0.2733,3.91091,0.30528,0.05966,0.31714,0.08899,2.47358,4.35399,0.52264,0.09193,0.17633,0.14159,1.21858,1.34418,0.1165,0.13364
0.29426,0.11803,0.86823,0.16332,0.23015,0.07837,0.0274,1.6179,0.33793,0.06902,0.52728,0.35359,3.28068,0.23907,1.71799,0.03113,0.24456,3.25278,0.32229,0.1561,0.45392,0.12801,2.43719,4.35862,0.51731,0.1493,0.24816,0.09241,1.31186,0.99418,0.14729,0.23402
0.49823,0.15221,1.2899,0.17858,0.24681,0.05101,0.04771,0.27436,0.34154,0.14959,0.48926,0.27513,3.63345,0.16987,1.40251,0.09286,0.21499,2.84565,0.32856,0.06719,0.39285,0.14916,3.45316,4.27007,0.57111,0.22767,0.29614,0.02884,1.75188,0.96653,0.1828,0.22327
0.6516,0.14096,1.65316,0.3497,0.19902,0.02584,0.0687,0.20591,0.2219,0.52191,0.89742,0.28751,4.37701,0.36885,1.56771,0.04968,0.11549,2.42436,0.17299,0.09424,0.3155,0.0888,2.56433,3.33934,0.28673,0.20684,0.24508,0.03544,1.30432,1.99136,0.13143,0.17308
0.76167,0.19032,1.95135,1.55655,0.13766,0.07305,0.07476,0.26449,0.17433,1.59418,0.82274,0.40674,5.13914,0.21758,1.019,0.04242,0.09792,2.30229,0.21316,0.02364,0.26551,0.12917,2.93669,2.63125,0.30398,0.17863,0.2107,0.02105,0.88762,2.67408,0.2047,0.27135
0.72906,0.13952,1.92428,2.07636,0.29545,0.09922,0.08372,0.28045,0.25092,2.10744,1.24128,0.40732,5.26308,0.17644,1.02,0.04271,0.14856,2.25902,0.32174,0.05175,0.28353,0.1071,3.18006,2.14117,0.22704,0.21754,0.21705,0.0178,1.06545,3.11026,0.26276,0.24842
0.7769,0.22642,2.02387,2.34565,0.39511,0.12824,0.10243,0.47485,0.288,2.62622,1.41603,0.503,5.43569,0.21234,1.09081,0.06845,0.12719,2.46917,0.34644,0.07023,0.3678,0.15129,3.4676,1.90358,0.17505,0.34819,0.33472,0.04954,1.15086,3.24991,0.29162,0.31965
0.91241,0.22099,2.21931,2.4358,0.41368,0.11758,0.10089,0.42089,0.25973,2.86247,1.25864,0.55972,5.54882,0.17127,1.12343,0.05253,0.12267,2.55746,0.3299,0.05928,0.36342,0.11688,3.74208,1.59758,0.18269,0.33405,0.33429,0.05826,1.12058,3.74823,0.32276,0.34806
0.93396,0.24678,2.27217,2.60157,0.37063,0.12466,0.14054,0.47446,0.27233,2.86536,1.13987,0.60755,5.5778,0.16558,1.06158,0.03688,0.09516,2.58809,0.3179,0.03836,0.28217,0.10203,3.6357,1.17051,0.15188,0.25415,0.2493,0.03849,0.9823,4.20764,0.2202,0.28748
1.2807,0.30935,2.69887,2.7746,0.42575,0.12852,0.11027,0.44229,0.34435,2.98642,0.93346,0.53542,5.64859,0.13533,1.22013,0.03386,0.09858,2.63804,0.33375,0.04881,0.25988,0.10746,3.78899,0.75349,0.0943,0.24171,0.20982,0.01823,0.9264,4.51452,0.19726,0.23882
0.44515,0.18064,0.13154,0.15739,2.96198,0.25615,0.09283,0.16686,0.23979,0.06151,0.44328,0.61623,5.52568,0.31783,2.84024,0.13579,0.34294,1.46634,2.86222,0.01682,0.21932,0.08222,4.7389,0.9755,0.47368,0.15951,0.37947,0.01083,0.57786,0.93137,1.87459,0.29838
0.42591,0.13382,0.09113,0.14042,2.66869,0.22716,0.07891,0.17731,0.17662,0.04715,0.55903,0.61349,5.44959,0.31817,2.79696,0.18798,0.4104,1.71876,2.37971,0.03953,0.28318,0.10501,4.62637,1.47657,0.54528,0.2319,0.51975,0.01796,0.81719,1.26675,2.17478,0.41273
0.42779,0.14962,0.11736,0.135,2.41188,0.22923,0.09283,0.15495,0.23912,0.04496,0.54007,0.53675,5.38938,0.30723,2.60373,0.20318,0.41062,1.70172,2.24242,0.02644,0.29808,0.11245,4.46263,1.58297,0.58945,0.28851,0.52973,0.03117,0.99955,1.7519,2.26408,0.48597
0.38533,0.15956,0.1168,0.13808,2.19319,0.22022,0.07787,0.15343,0.21515,0.0589,0.60235,0.46994,5.23762,0.38067,2.60535,0.2631,0.61264,2.06958,2.10343,0.05108,0.37876,0.15728,4.49186,1.93452,0.75025,0.37563,0.65681,0.02667,1.00638,1.5972,2.42755,0.63768
0.32769,0.12393,0.11077,0.10987,2.1438,0.1712,0.06503,0.15389,0.17768,0.06274,0.66557,0.43984,5.09331,0.31071,2.58926,0.23289,0.8272,2.20343,2.19346,0.07548,0.32678,0.15692,4.27616,2.34469,0.81995,0.28877,0.53689,0.02257,0.95197,1.58995,2.4852,0.51342
0.30399,0.06997,0.07162,0.08821,2.27066,0.19044,0.07088,0.13465,0.12465,0.02426,0.71188,0.39284,4.90528,0.39963,2.76009,0.22897,1.43759,2.5519,2.0086,0.05818,0.24735,0.12776,4.17633,2.46784,0.67566,0.3149,0.41288,0.02265,0.74,1.70438,2.49896,0.39575
0.33433,0.1029,0.07041,0.06422,1.85522,0.17144,0.04615,0.11768,0.17338,0.03932,0.91382,0.39993,4.81359,0.53028,2.62799,0.15915,1.36855,2.47292,1.85211,0.04231,0.23419,0.13171,4.07041,2.72809,0.47876,0.27884,0.36303,0.01986,0.80462,2.07204,2.74943,0.33294
0.33852,0.11079,0.08488,0.0579,1.29297,0.12356,0.07055,0.12656,0.17836,0.01411,0.93281,0.37312,4.69675,0.61307,2.42538,0.10326,0.99283,2.33976,1.69805,0.05047,0.25103,0.10593,3.86871,2.66366,0.55226,0.34404,0.31364,0.04815,0.91675,2.26002,2.70868,0.38091
0.34947,0.06146,0.04862,0.0465,0.81886,0.12189,0.02185,0.12,0.1141,0.03817,0.79836,0.29038,4.46209,0.66224,1.9675,0.07093,0.82873,2.44645,1.63468,0.03263,0.26436,0.15233,3.73213,2.50074,0.56192,0.32822,0.27434,0.02531,0.96953,2.62802,2.29639,0.29568
0.24894,0.0078,0.11335,0.04975,0.13555,0.04719,0.03096,0.37378,0.25932,0,0.97144,0.20129,4.27578,1.1885,1.84109,0.03633,0.90738,2.31729,1.67018,0,0.1288,0.03807,3.51683,2.62681,0.46049,0.11107,0.11481,0.01244,0.64108,3.55989,1.35697,0.11575
0.55628,0.2323,0.07015,0.10719,0.23169,0.14187,0.05213,2.47718,0.32862,0.08067,1.3858,0.30633,3.18864,1.80919,2.25825,0.05082,0.95376,3.26246,0.52763,0.05691,0.42719,0.26398,4.56654,3.4948,0.82418,0.15637,0.14046,0.55926,1.25919,5.25688,0.1233,0.26578
0.44472,0.24807,0.06139,0.10096,0.23666,0.1052,0.08457,3.42958,0.33157,0.04807,1.19509,0.19459,3.36776,1.50785,2.80359,0.06709,0.83848,3.57047,0.25748,0.0833,0.46997,0.15888,4.59423,3.616,0.84256,0.17529,0.11191,1.07453,1.2414,5.00793,0.08778,0.27151
0.30149,0.17896,0.07712,0.07527,0.12618,0.04045,0.07523,3.37255,0.18671,0.0517,0.84103,0.17944,3.34335,0.47101,2.95197,0.04634,0.80342,3.53671,0.25769,0.05882,0.34487,0.10679,4.18475,3.72968,1.25161,0.1281,0.1031,1.54063,0.84172,4.19577,0.11637,0.16965
0.27831,0.12012,0.06918,0.0707,0.12994,0.0355,0.07,3.21324,0.12931,0.03828,0.80411,0.16567,3.17882,0.26145,2.36248,0.03337,0.32686,3.40344,0.21261,0.12607,0.3711,0.06967,3.5087,4.00567,0.75409,0.105,0.15007,0.84329,1.10433,3.04902,0.08507,0.18029
0.26085,0.12903,0.08048,0.06014,0.15038,0.07119,0.05304,3.00564,0.12413,0.01941,0.6214,0.1736,3.03973,0.32785,2.30124,0.02671,0.26589,3.10216,0.23474,0.1204,0.37235,0.10286,3.11731,3.89908,0.7581,0.16587,0.19629,0.79769,1.17073,2.36576,0.11192,0.13713
0.25374,0.11449,0.08612,0.05913,0.15298,0.03686,0.03551,2.64873,0.11953,0.0448,0.38115,0.19238,3.18938,0.25364,2.09676,0.03585,0.15623,2.83813,0.29063,0.107,0.43873,0.09534,2.89781,3.63918,0.56054,0.19359,0.25252,0.52294,1.30543,1.63424,0.1259,0.15688
0.28357,0.10416,0.19816,0.13985,0.13658,0.02082,0.03139,1.88678,0.2328,0.03642,0.379,0.16184,3.09255,0.12712,1.59683,0.04437,0.09641,2.42803,0.3417,0.11151,0.41397,0.13591,2.78791,3.21485,0.38222,0.18556,0.28109,0.38353,1.40826,1.32084,0.18406,0.14184
0.57391,0.13829,1.55482,0.61928,0.08223,0.04737,0.09415,0.27383,0.19864,0.75232,0.68031,0.42275,4.50424,0.24703,1.38348,0.04475,0.09931,2.36451,0.29022,0.08317,0.31484,0.10519,3.082,2.36215,0.17093,0.23167,0.25352,0.02595,1.10632,1.93486,0.24232,0.20728
0.75606,0.15093,1.86999,1.65227,0.28067,0.11356,0.08624,0.2536,0.27113,1.37317,0.76512,0.5043,5.27423,0.17802,1.10825,0.06017,0.16191,2.39725,0.28253,0.03458,0.29956,0.12495,3.17243,2.10128,0.22237,0.25223,0.25118,0.03347,1.07529,2.59383,0.25489,0.29501
0.79366,0.18217,1.87598,2.02388,0.30545,0.14515,0.09933,0.34822,0.37155,2.00833,0.93598,0.54281,5.38878,0.22918,1.02453,0.05656,0.10837,2.36137,0.3657,0.0729,0.33423,0.09295,3.38485,1.90248,0.24163,0.31893,0.33044,0.06033,1.23918,2.71893,0.25929,0.36094
0.74375,0.20747,1.94202,2.16055,0.3371,0.09888,0.09755,0.40012,0.26812,2.47585,1.19311,0.63009,5.46385,0.16395,1.07573,0.0575,0.1097,2.3202,0.29976,0.04853,0.32163,0.10289,3.4209,1.60928,0.1637,0.33094,0.26971,0.03803,1.20355,2.9106,0.28068,0.23755
0.83594,0.20658,2.16776,2.34746,0.33279,0.08564,0.09771,0.45338,0.26376,3.01167,1.15053,0.5807,5.51077,0.18551,1.00123,0.06329,0.10634,2.37916,0.27124,0.04518,0.25365,0.10825,3.52376,1.50347,0.13922,0.32984,0.26195,0.0331,1.08802,3.22761,0.24624,0.2543
1.01116,0.23677,2.39441,2.5747,0.35746,0.12886,0.11351,0.49044,0.28958,3.28245,1.01517,0.52434,5.53027,0.11872,1.06145,0.05134,0.09211,2.2811,0.29205,0.04913,0.31988,0.11216,3.4887,1.1975,0.14146,0.22714,0.23694,0.02528,0.96658,3.65202,0.21104,0.27858
1.29868,0.31065,2.704,2.77248,0.42947,0.14062,0.15401,0.53866,0.33327,3.69748,0.66283,0.54199,5.64579,0.09767,1.13288,0.03508,0.08721,2.54016,0.31768,0.03779,0.27636,0.10832,3.57233,0.78806,0.11904,0.24908,0.2193,0.02548,1.04026,4.1664,0.21268,0.23112
0.36097,0.11615,0.07784,0.13338,3.04657,0.21656,0.08436,0.11654,0.17621,0.03548,0.46052,0.55004,5.41703,0.26285,2.83582,0.13191,0.45204,1.38904,2.37613,0.01948,0.18351,0.0686,4.39852,0.87051,0.42637,0.14682,0.30178,0.00438,0.47823,0.77992,1.71829,0.23419
0.37218,0.12968,0.09602,0.10655,2.44706,0.23888,0.08756,0.12215,0.14389,0.05651,0.46231,0.45722,5.30111,0.2835,2.67927,0.16112,0.33466,1.46324,2.23402,0.03119,0.20693,0.089,4.3843,1.28531,0.51162,0.21995,0.38741,0.01026,0.71034,1.34895,1.96753,0.34199
0.35656,0.09784,0.11204,0.11334,2.28057,0.26578,0.07553,0.12485,0.22174,0.06628,0.54183,0.54484,5.23609,0.25896,2.53224,0.23344,0.46776,1.77119,2.1791,0.04616,0.25147,0.10675,4.44487,1.74494,0.59373,0.248,0.49127,0.02051,0.82547,1.26702,2.16821,0.47594
0.34445,0.09034,0.09159,0.11106,1.9639,0.21892,0.07023,0.15871,0.14995,0.05191,0.45469,0.4388,5.11879,0.23514,2.26137,0.25932,0.47808,1.84009,2.19915,0.0423,0.32084,0.13326,4.35568,1.74575,0.7556,0.31097,0.5786,0.02466,1.05955,1.8357,2.10771,0.49851
0.3058,0.08987,0.10304,0.07417,1.78084,0.16193,0.07397,0.13072,0.13054,0.05295,0.54284,0.41756,4.87862,0.27535,2.36703,0.26212,0.6496,2.2104,2.05161,0.07716,0.30395,0.13185,4.17914,1.8744,0.73282,0.35315,0.57499,0.04958,1.15849,1.79629,2.25515,0.5273
0.32479,0.08256,0.0672,0.07629,1.79323,0.14869,0.07003,0.09707,0.17046,0.02273,0.68601,0.35153,4.81823,0.2694,2.51336,0.20906,0.92014,2.22768,1.91792,0.06889,0.27884,0.11252,4.06285,2.30825,0.62263,0.34526,0.4329,0.00515,0.93115,1.45754,2.35722,0.40819
0.23084,0.04722,0.05119,0.04347,2.01309,0.12013,0.03647,0.08995,0.07029,0.01439,0.72104,0.30015,4.69119,0.37291,2.75407,0.20044,1.95872,2.52294,1.8795,0.03087,0.10856,0.1055,4.00853,2.64674,0.60423,0.23892,0.27255,0.02339,0.55334,1.40229,2.34629,0.26579
0.28498,0.02062,0.04504,0.02443,1.44509,0.14138,0.03417,0.07998,0.09381,0.00916,0.98851,0.31953,4.69129,0.636,2.4979,0.10093,1.6373,2.55273,1.67583,0.02118,0.15351,0.11511,4.00758,2.85358,0.45966,0.31192,0.20142,0,0.66184,1.99438,2.3586,0.24214
0.34689,0.06145,0.05289,0.01821,0.96322,0.10377,0.03551,0.14457,0.12934,0.02367,1.32035,0.37023,4.68774,1.346,2.4101,0.05404,1.14783,2.6501,1.53796,0.01976,0.21588,0.12126,4.07037,2.73437,0.42449,0.28553,0.19915,0.01035,0.78595,2.54276,2.08372,0.22874
0.45219,0,0.01646,0,0.69589,0.11091,0.18028,0.7028,0.07415,0,1.66789,0.21438,4.48054,2.26436,2.39875,0.19354,0.78125,2.68211,1.37279,0,0.13545,0.14006,3.68673,2.72446,0.5324,0.40588,0.09562,0.12432,0.87857,4.03001,1.15349,0.18485
0.55304,0.18742,0.04842,0.13592,0.1709,0.06409,0.06399,2.33205,0.43871,0.07564,1.73422,0.34245,3.44008,3.31578,2.20555,0.0515,0.51105,3.29581,0.40262,0.10533,0.32552,0.13888,4.28401,3.80062,0.51286,0.15129,0.2143,0.26902,1.18616,5.02345,0.15745,0.29932
0.54329,0.14802,0.0715,0.07573,0.15134,0.07897,0.07099,3.13294,0.30725,0.08624,1.41726,0.24234,3.59443,2.38705,2.33696,0.05026,0.391,3.43973,0.269,0.06505,0.3343,0.12375,4.05779,3.81696,0.64437,0.19644,0.15101,0.55818,1.30965,4.45169,0.08306,0.17695
0.4207,0.26222,0.1851,0.14215,0.18335,0.06647,0.09031,3.33665,0.21535,0.07068,0.89463,0.24583,3.50791,1.36443,2.88757,0.02684,0.48569,3.33879,0.25206,0.06897,0.36706,0.11432,3.78384,3.58463,0.77176,0.21463,0.14513,1.29175,1.03651,3.84843,0.12668,0.23527
0.3561,0.26778,0.09418,0.08884,0.16632,0.06628,0.07878,3.4413,0.23099,0.06304,0.58892,0.21509,3.33703,0.4897,3.05045,0.03696,0.42465,3.26643,0.31508,0.09683,0.46144,0.11286,3.74332,3.46323,1.05205,0.21957,0.19815,1.96982,1.00303,3.71754,0.11829,0.20138
0.24113,0.2739,0.07298,0.06985,0.16957,0.06626,0.06335,2.92617,0.19646,0.06461,0.49514,0.24775,3.12719,0.43624,2.67824,0.04177,0.25166,2.68688,0.35185,0.05862,0.47137,0.13355,3.21484,3.30176,0.87007,0.23052,0.21845,1.84944,1.22542,2.9082,0.11732,0.20937
0.29136,0.23731,0.08308,0.05732,0.19165,0.0518,0.06592,2.94962,0.18116,0.06389,0.4061,0.25735,3.46507,0.36518,2.85587,0.03787,0.15151,2.76688,0.33366,0.0815,0.4964,0.11865,3.02428,2.97101,0.6755,0.29023,0.22843,1.20723,1.09439,2.27187,0.15523,0.20589
0.24827,0.13674,0.05357,0.07038,0.17471,0.0389,0.03634,2.32743,0.14455,0.04345,0.29371,0.22493,3.26358,0.32904,2.12724,0.02958,0.12502,2.37525,0.29964,0.13418,0.45239,0.11964,2.79715,2.60396,0.45612,0.24932,0.25032,0.64403,1.20667,2.18355,0.15538,0.18463
0.51515,0.12381,1.61888,1.06905,0.3283,0.08587,0.05082,0.24335,0.14681,0.6821,0.64715,0.27812,4.86908,0.18669,1.26274,0.06033,0.2066,2.46763,0.32504,0.08113,0.24803,0.11238,3.03359,1.74187,0.24371,0.21029,0.25102,0.02363,1.04625,2.67247,0.28186,0.26214
0.80827,0.19433,1.91626,1.92597,0.31522,0.0917,0.10425,0.18741,0.23675,1.01184,0.77501,0.54763,5.36149,0.18221,1.00443,0.06712,0.15648,2.47106,0.32117,0.04073,0.3646,0.12454,3.55113,1.80567,0.2001,0.30657,0.27462,0.03217,1.08711,2.91735,0.34259,0.26046
0.73477,0.21392,1.87214,1.97005,0.29785,0.09873,0.09154,0.31708,0.19081,1.61117,0.85684,0.56735,5.37001,0.15337,0.99792,0.04729,0.12592,2.34234,0.30756,0.06894,0.33128,0.11334,3.42206,1.44378,0.20927,0.33243,0.27906,0.02897,1.11411,2.8423,0.28536,0.32619
0.66683,0.16369,1.99295,2.15525,0.35006,0.08846,0.07664,0.34882,0.24612,2.09664,1.05346,0.56201,5.4013,0.18477,0.96606,0.03657,0.08623,2.20513,0.29872,0.04434,0.23486,0.09267,3.33688,1.12091,0.16597,0.26341,0.25508,0.03357,1.04635,2.92665,0.19891,0.21661
0.7887,0.18993,2.24621,2.21424,0.31663,0.08804,0.09163,0.37589,0.21157,2.69886,0.89583,0.48655,5.43223,0.10051,1.00288,0.03565,0.0814,2.06123,0.25794,0.04465,0.23828,0.09377,3.34634,0.94331,0.12757,0.24769,0.20756,0.02826,1.02384,3.10181,0.16568,0.20958
1.01232,0.24144,2.36146,2.23138,0.36482,0.12192,0.1113,0.55687,0.18992,3.17988,0.70833,0.58908,5.56961,0.17536,1.2941,0.02711,0.15054,2.25049,0.31006,0.03874,0.34751,0.10258,3.63519,1.00392,0.1781,0.31717,0.26579,0.0513,1.31232,3.34146,0.27962,0.27196
1.35168,0.30376,2.65235,2.3035,0.44652,0.14244,0.13264,0.69474,0.24057,3.89546,0.45548,0.57413,5.69317,0.10057,1.32829,0.05064,0.11229,2.33574,0.33885,0.04335,0.29479,0.11354,3.72661,0.62439,0.12505,0.28009,0.26413,0.02834,1.37394,3.69609,0.24199,0.29094
0.34652,0.0769,0.09478,0.1143,2.98017,0.1885,0.04525,0.07703,0.1376,0.00983,0.41082,0.38283,5.06221,0.28094,2.92937,0.11875,0.49223,1.21193,1.8427,0.0129,0.13056,0.0471,3.33021,0.82933,0.41255,0.14653,0.24212,0.01034,0.47251,0.92254,1.50014,0.1652
0.2728,0.06719,0.09303,0.09247,2.28309,0.16985,0.05785,0.12039,0.12883,0.02861,0.47433,0.43052,4.97819,0.16427,2.47636,0.18458,0.49691,1.65944,2.0218,0.04049,0.24901,0.08615,4.19678,1.28825,0.55531,0.18516,0.31823,0.01785,0.6015,0.85847,1.75851,0.30187
0.33034,0.09316,0.06837,0.08911,2.10585,0.19372,0.05948,0.10252,0.1771,0.05142,0.389,0.38796,5.00615,0.18859,2.28611,0.24116,0.52899,1.82744,2.14026,0.0531,0.27132,0.1168,4.31117,1.53458,0.63151,0.23031,0.42903,0.00494,0.68773,1.07669,1.88777,0.36209
0.34495,0.09218,0.08978,0.06036,1.93938,0.22663,0.04555,0.13027,0.11433,0.05994,0.40651,0.38477,4.91255,0.1708,2.16118,0.2579,0.5819,1.90002,2.12292,0.03423,0.27338,0.13444,4.1724,1.71239,0.85796,0.28648,0.59968,0.02639,0.89502,1.41219,1.94991,0.47039
